SMILES
C12(SC(=C(C)N1C1C=CC=CC=1)C(OCC)=O)SC(=NN2C1=CC=CC=C1N(=O)=O)C(OC)=O 
S1C(SCC2=CC=C(C=C2)Cl)=NN=C1SCC(=O)NC1C=CC(=C(Cl)C=1)Cl 
CC(CSC1SC(SC(C(NC2=CC=C(F)C=C2)=O)C)=NN=1)C 
CC(CSC1SC(SCC(N)=O)=NN=1)=O 
NC(CSC1SC(SCC2=C(Cl)C=CC=C2F)=NN=1)=O 
COC(C(SC1SC(SCC(N)=O)=NN=1)C)=O 
NC(CSC1SC(SCC(Cl)=C)=NN=1)=O 
CC(C(NC1=C(F)C(F)=C(F)C=C1)=O)SC1SC(=S)N(C2=CC(Cl)=C(Cl)C=C2)N=1 
CC1SC(SCC(NC2=C(F)C=CC(N(=O)=O)=C2)=O)=NN=1 
CCC(C(N)=O)SC1SC(SC(C(N)=O)CC)=NN=1 
N1(C=C(C(=O)C2C=C(C(=C(C=21)F)NCCCC)F)C(=O)O)CC 
C1(C(O)=O)=CC(F)=C(C=C1F)N1CCN(CC1)C 
C1(SC2=NN=C(C)S2)N=C(SC2=NN=C(C)S2)N=C(SC2=NN=C(C)S2)N=1 
C1(/C2C=C(OC)C=CC=2N(C(C)(C)C/1=S)C(=O)CC1=CC=CS1)=C1/SC(=C(C(OC)=O)S/1)C(OC)=O 
C1(/C2C=C(C)C(=CC=2N(C(C)(C)C/1=S)C(=O)CC1=CC=CS1)C)=C1/SC(=C(C(OC)=O)S/1)C(OC)=O 
O=N(C1=CC(F)=C(CSC2SC=NN=2)C=C1)=O 
CC(C1SC(SC2=C(F)C=C(F)C=C2)=C(N(=O)=O)C=1)=O 
CCC1=C(C(NC2=CC(F)=C(N3CC(C)OC(C)C3)C=C2)=O)SN=N1 
CC(C(C1=CC(F)=C(F)C=C1)=O)SC1SC(NCCC2SC=CC=2)=NN=1 
CSC1SC(=S)N(CN2CCN(C3=C(F)C=C(C(C)=O)C=C3)CC2)N=1 
O=N(C1=C(SC2SC(NCCC3SC=CC=3)=NN=2)N=CC=C1)=O 
C1(=C(F)C(F)=C(C(F)=C1F)F)C(=O)NC1=NN=C(SCC)S1 
C1(=NN=C(SCC)S1)NC(=O)C1=CC=CC=C1N(=O)=O 
C1(Cl)=C(Cl)C(CCl)=C(C(Cl)=C1Cl)C=O 
N1C(Cl)=CC2C(=CC(=C(F)C=2)F)C=1Cl 
C1(C=O)C2C(F)=CC(=CC=2N(CC)C=1C(O)=O)F 
N1(C(C)=O)C2C3N(C(C)=O)C4N(C(C)=O)C(N2C(C)=O)C1N(C(C)=O)C4N3C(C)=O 
N1(C(C)=O)C2C3N(C(C)=O)C1C1N(C(C(N1C(C)=O)N2C=O)N3C=O)C(C)=O 
N1(C(C)=O)C2NC3N(C(C)=O)C4C1N(C2NC3N4C(C)=O)C(C)=O 
N1(C(CC)=O)C2N(CC3C=CC=CC=3)C3N(C(CC)=O)C4C1N(C2N(C3N4C(CC)=O)CC1=CC=CC=C1)C(CC)=O 
N1(C(CCC)=O)C2N(CC3C=CC=CC=3)C3N(C(CCC)=O)C4C1N(C2N(C3N4C(CCC)=O)CC1=CC=CC=C1)C(CCC)=O 
