SMILES
[NH+]1C(C)=NNC=1SC(C(=O)[O-])=CC1=CC=C(C2=C(Cl)C=CC(C(O)=O)=C2)O1 
[NH+]1C(C)=NNC=1SC(C(=O)[O-])=CC1=CC=C(C2C=CC(=C(Cl)C=2)C(O)=O)O1 
C1(C(O)=O)=CN(CC)C2=C(C=C(C(N3CCN(CC3)C(=S)NC3=CC=CC=C3F)=C2)F)C1=O 
C1(C(O)=O)=CN(CC)C2=C(C=C(C(N3CCN(CC3)C(=S)NC3C=CC4=C(OCCO4)C=3)=C2)F)C1=O 
N1(C2CC2)C=C(C(=O)[O-])C(C2C=C(F)C(N3CCC(C3)[NH3+])=C(Cl)C1=2)=O 
N1(C(C)C(=O)NC2C=CC(=C(C(O)=O)C=2)O)C(=O)C(SC1=S)=CC1=CC=C(C=C1)F 
N1(CC(=O)NC2C=CC(=CC=2C(O)=O)O)C(=O)C(SC1=S)=CC1C=CC(=CC=1)Cl 
N1(CC(=O)NC2C=CC(=CC=2C(O)=O)O)C(=O)C(SC1=S)=CC1=CC=CC=C1Cl 
N1C(=O)C(SC1=S)=CC1=CC(=CC=C1N1CCCC1)N(=O)=O 
N1(C(C)C(O)=O)C(=O)C2C(C3CC2C2C3C(C3C=CC(=CC=3)Cl)C3=C(NC(S3)=O)S2)C1=O 
CC(C(NC1=CC(Cl)=CC(Cl)=C1)=O)SC1SC(=S)N(C2=CC=C(Cl)C=C2)N=1 
CC(C(NCC1OCCC1)=O)SC1SC(=S)N(C2=CC=C(Cl)C=C2)N=1 
CC(C(NC1=C(F)C(F)=C(F)C=C1)=O)SC1SC(=S)N(C2=CC(Cl)=C(Cl)C=C2)N=1 
CC1N(C2C=CC(F)=C(Cl)C=2)N=NC=1C(NCC1(C(=O)O)CCOCC1)=O 
CC1(C(=O)O)N(C(C2N=NN(C3C=CC=C(Cl)C=3F)C=2)=O)CCC1 
OC(C1C=NC(N2C(C3C=C(F)C=C(Br)C=3)CCC2)=CN=1)=O 
CSC1=C(C)N=C(NC(C2=CC(O)=C(N(=O)=O)C=C2)=O)S1 
O=N(C1C(=O)N(CC(NC2=C(Cl)C(Cl)=CC(Cl)=C2Cl)=O)C=CC=1)=O 
CN(C(C1N(C(C2OC(N(=O)=O)=CC=2)=O)CSC1)=O)C 
CC(NC(C1N(C(C2OC(N(=O)=O)=CC=2)=O)CSC1)=O)(C)C 
CSC1=C(C)N=C(NC(C2=C(N(=O)=O)C=C(F)C(F)=C2)=O)S1 
CC1N(C(C2OC(N(=O)=O)=CC=2)=O)CCNC1 
CC1N(C2C=CC(F)=C(Cl)C=2)N=NC=1C(NC1(CCOCC1)CC(=O)O)=O 
CC1N(C2C=CC(F)=C(Cl)C=2)N=NC=1C(N(C1CCOCC1)CC(=O)O)=O 
CC1N(C2C=CC(F)=C(Cl)C=2)N=NC=1C(NC1(C(=O)O)CC1)=O 
O=N(C1OC(C=NNC2=CC=C(Cl)C=C2)=CC=1)=O 
O=N(C1OC(C=NNC2=CC(Cl)=C(Cl)C=C2)=CC=1)=O 
OC(C1=CC(NN=CC2OC(N(=O)=O)=CC=2)=CC=C1)=O 
OC(C1=C(Cl)C=CC(NN=CC2OC(N(=O)=O)=CC=2)=C1)=O 
O=N(C1OC(C(NC2=C3C(N=CC=C3)=C(Cl)C=C2)=O)=CC=1)=O 
C1(NC(=O)C2=CC=CC=C2)C(=O)SSC1(C)C 
N1(C2=C(C(C(C(=O)O)=C1)=O)C=C(C(=C2F)NCCCN1CCOCC1)F)CC 
N1(C2=C(C(C(C(=O)O)=C1)=O)C=C(C(=C2F)NCCN1CCOCC1)F)CC 
N1(C=C(C(=O)C2C=C(C(=C(C=21)F)NC(C)C)F)C(=O)O)CC 
C1(C=CC=NC=1C(=O)OC)SSC1C=CC=NC=1C(=O)OC 
O=N(C1N2C(C=CC(=N2)NC2CN(C3=C(F)C=C(F)C=C3)CC2)=NC=1)=O 
FC1=CC(F)=C(N2CC(NC3=NN4C(=NN=N4)C=C3)CC2)C=C1 
C1(=CC=C(C(=O)NC2C(Cl)=CC=C(Cl)C=2)O1)N(=O)=O 
N1(C2=CC=CC(Cl)=C2)C(=O)C(NC1=O)=CC1=CC=C(C2=CC=C(C(C(O)=O)=C2)Cl)O1 
C1(=CC=C(C=NNC(N)=S)O1)N(=O)=O 
