SMILES,LIBRARY,ANTIBIOTIC_ACTIVITY
Cn1nnnc1SCC(=O)Nc1cc(ccc1N1CCOCC1)C(F)(F)F,BROAD,0.369501565
Fc1cccc(c1C(=O)NCc1nnc(o1)SCC(=O)N1CCOCC1)Cl,BROAD,0.22778766
C[C@@H](Sc1ccsc1[N+](=O)[O-])C(=O)NCc1ccco1,BROAD,0.247955977
COC(=O)Cc1c(nnn1-c1ccc(cc1)OC(F)(F)F)C(=O)OC,BROAD,0.201489584
CCOc1cc(ccc1OCc1ccc(cc1)Cl)C=NN=C1NC(=O)[C@@H](CC(=O)O)S1,BROAD,0.205104991
CN1N(C(=O)C(=C1C)N1C=C(C(=O)O)C(=O)c2cc(c(c(c21)F)N1CCC[C@@H](O)C1)F)c1ccccc1,BROAD,0.292779164
CC(=NNC(=O)COc1ccccc1Cl)Cn1cnc(n1)[N+](=O)[O-],BROAD,0.217219646
CC(C)c1onc(c1[N+](=O)[O-])C(=O)Nc1cccnc1Cl,BROAD,0.2285183
C[C@@H](Sc1ccsc1[N+](=O)[O-])C(=O)NCc1ccccc1,BROAD,0.214924905
Cc1cccc(c1)-c1nnc(n1-c1ccc(cc1)Cl)SC[C@H]1CNC(=O)O1,BROAD,0.209850103
OC(=O)c1ccc(cc1)NC(=O)CSc1nnc(n1-c1ccc(cc1)Cl)-c1ccncc1,BROAD,0.207616166
CCOc1cc(ccc1OCc1ccc(cc1Cl)Cl)C=NN=C1NC(=O)[C@@H](CC(=O)O)S1,BROAD,0.262262268
OC(=O)c1cccc(c1)CNC(=O)CSc1nnc([nH]1)-c1ccccc1Cl,BROAD,0.254524382
CCN1C=C(C(=O)O)C(=O)c2cc(c(cc21)N1CCN(CC1)C(=S)NC(=O)c1ccc(cc1)Br)F,BROAD,0.229620424
OC(=O)C[C@@H](NC(=O)c1sc2ccccc2c1Cl)c1ccc(cc1)OC1CCCC1,BROAD,0.205955521
OC(=O)c1ccc(cc1)Nc1cc(c2nonc2c1[N+](=O)[O-])Cl,BROAD,0.241272203
CC(C)[C@H]1Nc2c(cccc2C(=O)O)[C@@H](Nc2ccccc2C(=O)O)C1(C)C,BROAD,0.244497743
FC(F)(F)[C@H]1C[C@@H](Nc2c(cnn21)C(=O)NCCN1CCOCC1)c1cccs1,BROAD,0.251572634
OC(=O)C12C[C@@H]3C[C@@H](CC(C3)(C2)N2N=CC(=C(Cl)C2=O)NCc2ccccc2)C1,BROAD,0.247672552
COc1ccc(c(c1)CNC(=O)Cc1c([nH]c2ccc(cc12)Cl)C(=O)O)OC,BROAD,0.259878345
OC(=O)c1ccc(cc1Cl)-c1ccc(o1)/C=C/1\NC(=O)N(Cc2ccc(cc2)Cl)C1=O,BROAD,0.256038061
CC(C)Oc1ccc(cc1)CCc1nnc(n1-c1ccccc1)S[C@@H](C)C(=O)O,BROAD,0.203033055
CCOc1ccc(cc1)[C@@H](CC(=O)O)NC(=O)CCCOc1ccc(cc1C)Cl,BROAD,0.21247606
OC(=O)c1ccc(cc1)CSc1nnc(n1-c1ccccc1)-c1ccccc1Cl,BROAD,0.264716947
CN(CC(=O)Nc1ccccc1C(F)(F)F)C(=O)CSc1nnnn1C,BROAD,0.231048546
OC(=O)C[C@H]1SC(=NN=Cc2ccc(o2)-c2ccc(c(c2)[N+](=O)[O-])Cl)NC1=O,BROAD,0.243923301
COc1ccc(c(c1)OC)C1=NN(c2nc(cs2)C(=O)O)[C@@](O)(C1)C(F)(F)F,BROAD,0.245452091
Cc1ccc(cc1N1CCN(CC1)C(=O)Cc1c([nH]c2ccc(cc12)Cl)C(=O)O)Cl,BROAD,0.494914722
CC[C@@H](Oc1ccccc1)C(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(=O)O,BROAD,0.648150095
COc1cccc(c1)C(=O)N1[C@@H](CS[C@@H]1c1ccccc1Cl)C(=O)O,BROAD,0.310725883
CSC(=C(C(=O)C)C(=O)c1ccc(cc1)C)SC,BROAD,0.287427882
[O-][N+](=O)c1cc(cc(c1)[N+](=O)[O-])C(=O)Nn1cnnc1,BROAD,0.214335796
OC(=O)c1ccc(cc1)NC(=O)CSc1nnc(o1)CCCOc1ccc(cc1Cl)Cl,BROAD,0.241209832
OC(=O)c1cccc(c1)NC(=O)CSc1nnc(o1)CCCOc1ccc(cc1Cl)Cl,BROAD,0.244794542
Clc1ccc(cc1)-n1nnnc1SCC(=O)Nc1cccnc1Cl,BROAD,0.23933906
COc1cc(cc(c1OC)OC)[C@H]1NC(=O)N[C@@](O)([C@@H]1C(=O)C)C(F)(F)F,BROAD,0.357488305
COc1ccc(cc1OCc1ccc(cc1Cl)Cl)C=NN=C1NC(=O)[C@@H](CC(=O)O)S1,BROAD,0.260476856
FC(F)(F)[C@@]1(NC(=O)NCCN2CCOCC2)Oc2ccc(cc2O1)Cl,BROAD,0.27643028
Cc1cc(nn1CC(=O)N1N=C(C[C@@]1(O)C(F)F)C(F)F)[N+](=O)[O-],BROAD,0.310758668
Cc1nn(c(c1[N+](=O)[O-])C)CC(=O)N1N=C(C[C@@]1(O)C(F)F)C(F)F,BROAD,0.302009679
C[C@H]1CCC[C@@H](NCc2c(n(c(c2C(=O)O)C)Cc2ccccc2)C)[C@@H]1C,BROAD,0.204937715
Cc1cccc(c1)N1C(=O)C[C@@H](Sc2ccccc2C(=O)O)C1=O,BROAD,0.201941401
Cc1ccccc1-n1nc(c2c1N=C1N(C=C(Cl)C=C1Cl)[C@@H]2c1ccc(cc1)C(=O)O)C,BROAD,0.248819447
Cc1ccc(cc1)[C@H]1C[C@@H](n2nc(cc2N1)C(=O)NCCN1CCOCC1)C(F)(F)F,BROAD,0.20936842
CCSc1nnc(s1)NC(=O)[C@H]1CCCC[C@@H]1C(=O)OCC(F)(F)C(F)F,BROAD,0.219028295
FC(F)(C(=O)N1CCOCC1)C(F)(F)C(F)(F)C(F)(F)C(=O)N1CCOCC1,BROAD,0.256821726
Cc1ccc(o1)[C@H]1NC(=O)N[C@@](O)([C@@H]1C(=O)c1cccs1)C(F)(F)F,BROAD,0.211872654
CC(C)(C)OC(=O)N1CCC(CC1)c1c(cnn1-c1ccc(cc1)Cl)C(=O)O,BROAD,0.242440411
CC(=O)[C@H]1[C@@H](NC(=O)N[C@@]1(O)C(F)(F)F)c1ccc2ncccc2c1,BROAD,0.207512867
CCOC(=O)N1CCN(CC1)C(=O)c1cc(c(cc1C(=O)O)Cl)Cl,BROAD,0.212434805
Cc1nn(c(c1NC(=O)c1nn(cc1Cl)C)C)Cc1ccc(cc1Cl)Cl,BROAD,0.214702256
Fc1ccc(cc1)[C@H]1C[C@@H](n2nc(cc2N1)C(=O)NCCN1CCOCC1)C(F)(F)F,BROAD,0.249764008
CSc1nsc(c1NC(=O)OC[C@H]1CCCO1)SC,BROAD,0.223513517
CCN1C=C(C(=O)O)C(=O)c2cc(c(cc21)N1CCN(CC1)C(=O)Nc1ccccc1)F,BROAD,0.38504121
Fc1ccc(cc1)[C@H]1C[C@@H](n2nc(cc2N1)C(=O)N1CCCC1)C(F)(F)F,BROAD,0.203329565
Cc1ccc(cc1N1CCN(CC1)C(=O)Cc1c([nH]c2ccccc12)C(=O)O)Cl,BROAD,0.313539914
CC(=NNC(=O)c1ccccc1Cl)Cn1nnc(n1)[N+](=O)[O-],BROAD,0.295044564
CC(C)(C)n1nnnc1[C@@H](N1CCOCC1)c1cccc(c1)C(F)(F)F,BROAD,0.240353395
C[C@H](SC1=C(S[C@H](C)C(=O)O)SC(=S)S1)C(=O)O,BROAD,0.344858427
CN1C(=O)N[C@@H]([C@@H](C(=O)c2cccs2)[C@@]1(O)C(F)(F)F)c1ccc(cc1)O,BROAD,0.213024539
CC1(C)CC(=O)C2=C(C1)N(C[C@H]1CCCO1)C(=O)NC2(C(F)(F)F)C(F)(F)F,BROAD,0.263109577
CCOC(=O)COc1cc(c(cc1Cl)Cl)N1C(=O)CSCC1=O,BROAD,0.208587315
CC(=NNC(=O)c1cccc(c1)Cl)Cn1nnc(n1)[N+](=O)[O-],BROAD,0.28319563
C[C@H]1CC2=C(S1)C(=O)N(C)C(=N2)SCC(=O)Nc1ccc(cc1F)F,BROAD,0.200113201
Fc1ccc(cc1)NC(=O)C[C@H]1N(CCNC1=O)C(=O)Nc1ccc(cc1F)F,BROAD,0.212316755
Cc1cc(cc(c1)N1C(=O)C[C@@H](Sc2ccccc2C(=O)O)C1=O)C,BROAD,0.244216237
CSC(=CC(=O)c1ccc(cc1)F)SC,BROAD,0.246976046
OC(=O)C[C@@H](CC(=O)Nc1ccc(c(c1)Cl)F)c1ccc(cc1Cl)Cl,BROAD,0.232458498
CN1C(=O)N(C)C2=C(C(=C(C(=O)N2C)[N+](=O)[O-])O)C1=O,BROAD,0.203774911
CC1=C(O)NC(=NC1=O)S[C@H]1CC(=O)N(C1=O)c1cc(cc(c1)Cl)Cl,BROAD,0.273941564
CC(C)(C)OC(=O)N1CCCN(CC1)C(=O)Nc1ccc(cc1)C(F)(F)F,BROAD,0.254936475
CC1(C)S[C@H]2N([C@@H]1C(=O)NCc1ccco1)C(=O)c1ccccc12,BROAD,0.216501631
OC(=O)c1[nH]c2ccc(cc2c1CC(=O)N1CCN(CC1)C(=O)c1ccco1)Cl,BROAD,0.252094029
CSc1ncc(c(n1)C(=O)Nc1nnc(s1)SC)Cl,BROAD,0.222375784
COc1ccc(cc1OC)[C@H]1C[C@@H](n2ncc(c2N1)C(=O)O)C(F)(F)F,BROAD,0.270915152
Cc1cccc(c1C)N1CCN(CC1)C(=O)Cc1c([nH]c2ccc(cc12)Cl)C(=O)O,BROAD,0.36963628
CC1=C(N2[C@@H](SC1)[C@@H](NC(=O)c1ccn(n1)C)C2=O)C(=O)O,BROAD,0.542925689
OC(=O)CS[C@H]1CC(=O)N(C1=O)c1ccc(c(c1)Cl)Cl,BROAD,0.2449889
OC(=O)c1[nH]c2ccc(cc2c1CC(=O)N1CCN(CC1)c1ccccc1)Cl,BROAD,0.269048975
Cn1c(nnc1C(F)(F)F)SCC(=O)NC(=O)NCc1ccco1,BROAD,0.20798591
CC1(C)S[C@H]2N([C@@H]1C(=O)NCCCN1CCOCC1)C(=O)c1ccccc12,BROAD,0.224416889
C[C@@H](NC(=O)C12C[C@H]3C[C@@H](CC(O)(C3)C2)C1)c1ccc(cc1Cl)Cl,BROAD,0.205262013
Cc1ccc(cc1)C1=Nn2c(nnc2S[C@@H]1CC(=O)O)COc1ccc(cc1)Cl,BROAD,0.230151231
[O-][N+](=O)c1ccn(n1)Cc1noc(n1)C(=O)NC[C@H]1CCCO1,BROAD,0.202447249
Cn1c(nnc1SCC(=O)NC[C@H]1CCCO1)COc1ccc(cc1Cl)Cl,BROAD,0.267179337
OC(=O)C[C@H]1Sc2nnc(n2N=C1c1ccccc1)COc1ccc(cc1)Cl,BROAD,0.21454404
CC1(C)S[C@H]2N([C@@H]1C(=O)NC1CCCC1)C(=O)c1ccccc12,BROAD,0.241038362
COc1ccc(cc1NC(=O)CSC1=Nc2ccsc2C(=O)N1CC1CCC(CC1)C(=O)O)Cl,BROAD,0.236743805
C[C@H](NC(=O)[C@H]1N2[C@@H](SC1(C)C)c1ccccc1C2=O)C(=O)N1CCCCC1,BROAD,0.217724879
C[C@H](NC(=O)[C@H]1N2[C@@H](SC1(C)C)c1ccccc1C2=O)C(=O)N1CCN(C)CC1,BROAD,0.246638933
C[C@@H](Oc1cc2c(cc1Cl)C1=C(CCC1)C(=O)O2)C(=O)NC[C@H]1CC[C@@H](CC1)C(=O)O,BROAD,0.250401689
C[C@H](NC(=O)[C@H]1N2[C@@H](SC1(C)C)c1ccccc1C2=O)C(=O)NC[C@H]1CCCO1,BROAD,0.25681583
CC(C)c1onc(c1[N+](=O)[O-])C(=O)N1CCN(CC1)c1ccc(cc1)F,BROAD,0.233405318
COc1ccc(cc1NC(=O)c1noc(c1[N+](=O)[O-])C)Cl,BROAD,0.233031191
FC(F)(F)c1ccc(cc1)NC(=O)N1CCN(CC1)C(=O)c1ccco1,BROAD,0.201904142
CC(C)c1onc(c1[N+](=O)[O-])C(=O)N1CCN(CC1)c1cc(ccc1C)Cl,BROAD,0.266020613
CSc1nnc(s1)N1[C@@H](C(=C(O)C1=O)C(=O)c1ccco1)c1cccc(c1)Cl,BROAD,0.20633486
[O-][N+](=O)c1ccc(o1)C(=O)NC[C@H]1CCCO1,BROAD,0.389905757
CC1CCN(CC1)Cc1nnnn1CCCC(=O)N[C@@H](c1ccccn1)C(F)(F)F,BROAD,0.210024886
CSC(=NNC(=O)c1ccccc1O)SC,BROAD,0.28718407
OC(=O)c1nn2c(c1Br)N[C@H](C[C@H]2C(F)(F)F)c1ccccc1,BROAD,0.234753811
COc1ccc(cc1)[C@H]1C[C@@H](n2nc(c(c2N1)Br)C(=O)O)C(F)(F)F,BROAD,0.303561118
OC(=O)c1cc(ccc1N1CCOCC1)NCc1ccc(cc1)F,BROAD,0.207339231
O[C@]1(NC(=O)N[C@@H]([C@@H]1C(=O)c1cccs1)c1cccnc1)C(F)(F)F,BROAD,0.235135821
CCCCCCC(=O)N1CCN(CC1)c1cc2c(cc1F)C(=O)C(=CN2CC)C(=O)O,BROAD,0.404674608
Clc1ccc(cc1Cl)Oc1cnns1,BROAD,0.202023868
OC(=O)c1cccc(c1)NC(=O)C12C[C@H]3C[C@@H](C1)CC(C3)(C2)n1cnc(n1)Cl,BROAD,0.283744753
CNC(=S)N1CCN(C[C@@H]1C)c1c(cc2c(c1OC)N(C=C(C(=O)O)C2=O)C1CC1)F,BROAD,0.353723946
COCCn1nnnc1[C@@H](N1CCOCC1)c1cccc(c1)C(F)(F)F,BROAD,0.267417609
OC(=O)[C@H]1CN(C(=O)C1)c1ccc(cc1)OCc1c(cccc1Cl)F,BROAD,0.244944941
CCN1C=C(C(=O)O)C(=O)c2cc(c(cc21)N1CCN(CC1)C(=O)CC)F,BROAD,0.58044537
OC(=O)CC12C[C@H]3C[C@@H](C1)CC(C3)(C2)N1N=CC(=C(Cl)C1=O)N1CCC2(CC1)OCCO2,BROAD,0.247121189
CC1=C(N2[C@@H](SC1)[C@@H](NC(=O)Cc1ccccc1)C2=O)C(=O)O,BROAD,0.566981861
OC(=O)c1cccnc1S[C@H]1CC(=O)N(C1=O)c1ccc(cc1)OC(F)F,BROAD,0.363460595
Oc1c(cc(cc1-n1cnnn1)[N+](=O)[O-])[N+](=O)[O-],BROAD,0.233550679
OC(=O)Cc1ccc(cc1)NC1=C(Cl)C(=O)N(N=C1)C12C[C@H]3C[C@@H](CC(C3)(CC(=O)O)C2)C1,BROAD,0.208116652
OC(=O)CC12C[C@H]3C[C@@H](C1)CC(C3)(C2)N1N=CC(=C(Cl)C1=O)NCc1ccccc1,BROAD,0.248620951
OC(=O)C12C[C@@H]3C[C@@H](CC(C3)(C2)N2N=CC(=C(Cl)C2=O)NCc2ccco2)C1,BROAD,0.221452943
OC(=O)CC12C[C@H]3C[C@@H](C1)CC(C3)(C2)N1N=CC(=C(Cl)C1=O)NCc1ccco1,BROAD,0.212774529
CCN1C=C(C(=O)O)C(=O)c2cc(c(cc21)N1CCN(CC1)C(=S)NC(=O)c1ccc(cc1)F)F,BROAD,0.31870683
COc1c(c(cc2c1N(C=C(C(=O)O)C2=O)C1CC1)F)N1CCN([C@@H](C)C1)C(=S)N[C@H]1C[C@H]2CC[C@@H]1C2,BROAD,0.220035108
CSc1nnc(s1)SCC1=NC(=O)c2c(c(sc2N1)C(=O)O)C,BROAD,0.26182125
CCOC(=O)c1c(c(sc1N1C(=O)C[C@@H](Sc2ccccc2C(=O)O)C1=O)C)C,BROAD,0.286038736
CSC1=NN=C(C)C(=O)N1COC(=O)c1cc(ccc1[N+](=O)[O-])Cl,BROAD,0.214414941
OC(=O)CC12C[C@H]3C[C@@H](C1)CC(C3)(C2)N1N=CC(=C(Cl)C1=O)NC[C@H]1CCCO1,BROAD,0.259252381
Cc1c(c(nn1CC(=O)NCCc1ccc(cc1)Cl)[N+](=O)[O-])Br,BROAD,0.230127189
Cc1ccc2cc(c3nnc(n3c2c1C)SCc1ccc(cc1)C(=O)O)C,BROAD,0.20131873
COc1ccc(cc1)[C@H]1C[C@@H](n2nc(cc2N1)C(=O)O)C(F)(F)F,BROAD,0.231821701
OC(=O)c1ccc(cc1)NC(=O)CSc1nnc(n1CC=C)CSCc1ccc(cc1Cl)Cl,BROAD,0.230370196
CCN1C=C(C(=O)O)C(=O)c2cc(c(cc21)N1CCN(CC1)C(=S)NC(=O)c1cccc(c1)F)F,BROAD,0.341154205
OC(=O)[C@H]1SC2=C(SC(=O)N2)[C@H]2[C@@H]1C(=O)Oc1ccc(cc12)Br,BROAD,0.275969172
OC(=O)c1ccc2c(c1)NC(=S)N(C2=O)c1ccc(c(c1)Cl)F,BROAD,0.327516545
CC[C@@H](Sc1nncn1C)C(=O)Nc1nnc(s1)-c1ccccc1Cl,BROAD,0.208182215
COC(CNC(=O)C(=O)NC[C@H]1OCCN1C(=O)c1ccc(cc1)Cl)OC,BROAD,0.214866191
OC(=O)c1ccc(cc1)CSc1nnc(o1)COc1ccc(cc1Cl)Cl,BROAD,0.34037396
CCn1c(nnc1-c1ccc(cc1)Cl)SCc1ccc(cc1)C(=O)O,BROAD,0.280454557
CCn1c(nnc1-c1ccc(cc1)Cl)SCc1cccc(c1)C(=O)O,BROAD,0.277093204
COc1cc(c(c(c1O)Br)Br)/C=C/1\SC(=NC1=O)Nc1ccc(c(c1)C(=O)O)Cl,BROAD,0.20186371
OC(=O)C1=C(Cl)CS[C@H]2[C@@H](NC(=O)COc3ccccc3)C(=O)N21,BROAD,0.636245523
CCSc1nnc(s1)N1C(=O)c2ccc(cc2C1=O)C(=O)c1ccc(cc1)C(=O)O,BROAD,0.209942325
CCOC(=O)[C@H]1[C@@H](NC(=O)N[C@@]1(O)C(F)(F)F)c1ccc(c(c1)OC)O,BROAD,0.235885593
CC1(C)[C@@H](N2[C@@H]([C@@H](NC(=O)Cc3ccccc3)C2=O)[S@@]1=O)C(=O)O,BROAD,0.50113142
OC(=O)c1ccc(cc1)N1C(=O)C[C@@H](N2CCN(CC2)c2cccc(c2)Cl)C1=O,BROAD,0.278724974
OC(=O)c1cc(ccc1NC(=O)CSCc1ccc(cc1Cl)Cl)O,BROAD,0.232671972
CC(C)N1C(=O)S/C(=C\c2ccc(o2)-c2ccc(c(c2)C(=O)O)Cl)C1=O,BROAD,0.209273248
OC(=O)c1cccc(c1)CSc1nnc(o1)-c1ccc(cc1)Cl,BROAD,0.229519666
C[C@@H]1CN(C[C@H](C)N1)c1c(c(c2c(c1F)N(C=C(C(=O)O)C2=O)C1CC1)F)F,BROAD,0.768547678
CC1(C)S[C@H]2N([C@@H]1C(=O)O)C(=O)c1ccccc12,BROAD,0.294674576
OC(=O)c1c(c2ccccc2n1Cc1ccc(cc1Cl)F)C=O,BROAD,0.203067233
Nn1c(nnc1-c1ccc(cc1Cl)Cl)SCc1ccc(cc1)C(=O)O,BROAD,0.34062501
CCCCCCCC(=O)N1CCN(CC1)c1cc2c(cc1F)C(=O)C(=CN2CC)C(=O)O,BROAD,0.366817332
OC(=O)c1ccc(cc1)CN1C(=S)Nc2cc(ccc2C1=O)Cl,BROAD,0.232938731
CCN1C=C(C(=O)O)C(=O)c2cc(c(cc21)N1CCN(CC1)C(=S)NCC=C)F,BROAD,0.357151462
OC(=O)c1ccc(cc1)CSc1nnnn1-c1ccc(cc1)F,BROAD,0.230623749
CCN1C=C(C(=O)O)C(=O)c2cc(c(cc21)N1CCN(CC1)C(=O)CCCCCCCCC=C)F,BROAD,0.291713683
CC1(C)S[C@@H]2[C@H](NC(=O)[C@@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,BROAD,0.703706807
OCCn1nnnc1Nc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],BROAD,0.311982001
COc1ccc2c(c1OC)C(=O)N1[C@@H]2SC(C)(C)[C@H]1C(=O)NCC(C)C,BROAD,0.28848216
COCCCNC(=O)[C@H]1N2[C@@H](SC1(C)C)c1ccccc1C2=O,BROAD,0.204888874
CCCCCCN1C=C(C(=O)O)C(=O)c2cc(c(cc21)N1CCN(CC1)C(=O)OCC)F,BROAD,0.42366622
CC(C)(C)c1ccc(cc1)[C@@H](CC(=O)O)NC(=O)C12CC3CC(CC(C3)C2)C1,BROAD,0.240834029
OC(=O)C[C@@H](NC(=O)C12CC3CC(CC(C3)C2)C1)c1ccc(cc1)F,BROAD,0.226647615
COCCNC(=O)[C@H]1N2[C@@H](SC1(C)C)c1ccc(c(c1C2=O)OC)OC,BROAD,0.238899995
Cc1nnc([nH]1)NC(=O)[C@H]1CN(C(=O)C1)c1ccc(c(c1)F)Cl,BROAD,0.207109158
Clc1cc(cc(c1)NC(=O)N[C@H]1CCO[C@]2(CCS(=O)(=O)C2)C1)Cl,BROAD,0.272877049
Fc1cc(ccc1Cl)N1CC[C@@H](C1)NC(=O)Cn1cnnn1,BROAD,0.234534542
CN1CC[C@@H](Nc2ccc3nnnn3n2)[C@@H]1c1ccc(c(c1)F)Cl,BROAD,0.202651772
C[C@@H](Sc1cc(ccc1Cl)Cl)C(=O)N1CCO[C@@H](CO)C1,BROAD,0.232959208
CN([C@H]1[C@@H](O)Cc2c(cc(cc21)Cl)Cl)C(=O)N[C@H]1CCS(=O)(=O)C1,BROAD,0.300953055
Fc1c(cccc1NC(=O)N1CC[C@@H](CN2CCOCC2)C1)Cl,BROAD,0.222062319
O[C@H]1CCN(C1)C(=O)Nc1ccn(n1)-c1cccc(c1)C(F)(F)F,BROAD,0.268762291
C[C@@H](NC(=O)N)C(=O)N1CCO[C@@H](C1)c1cc(c(cc1Cl)Cl)F,BROAD,0.255359456
CC1(C)CCN(CCS1(=O)=O)C(=O)Nc1cccc(c1)C(F)F,BROAD,0.23943749
Clc1ccc(cc1Cl)N1CC[C@@H](Sc2nnc[nH]2)C1=O,BROAD,0.238739248
Fc1cc(ccc1Cl)N1CC[C@@H](N2CCS(=O)(=O)CC2)C1=O,BROAD,0.254117893
Cn1cnnc1S[C@H]1CCN(C1=O)c1ccc(c(c1)Cl)F,BROAD,0.231008284
CN(C[C@H]1CCc2nc(cn2C1)C(F)(F)F)C(=O)COC[C@H]1CCCO1,BROAD,0.275841208
CN1[C@@H]2CCC[C@H]1C[C@H](C2)NC(=O)N[C@H]1CCN(C1)c1c(cccc1F)F,BROAD,0.20297561
C[C@H]1CCN(CCOc2ccccc2C(=O)O)[C@@H]1c1cccc(c1)F,BROAD,0.211595598
CC(C)[C@H]1N(CCNC1=O)C(=O)N[C@H]1CCN(C1)c1ncccc1Cl,BROAD,0.221681329
Fc1cc(cc(c1F)F)NC(=O)N1CCC[C@@H](C1)c1nnc2n1CCC2,BROAD,0.245805268
FC(F)(F)c1ccnc(c1)N1CCN(CC1)C(=O)COC[C@H]1CCOC1,BROAD,0.219541177
CN(Cc1cccc(c1)C(F)(F)F)C(=O)CCn1nnnc1CN1CCOCC1,BROAD,0.243580369
O[C@]1(CCN(C1)C(=O)Nc1nnc(s1)C(F)(F)F)c1ccccc1,BROAD,0.232543902
OCc1cn(nn1)CC1CCN(CC1)C(=O)Nc1cccc(c1)C(F)(F)F,BROAD,0.270087929
CC(C)c1cc(nc(n1)C(F)(F)F)N1CC[C@@H](C1)c1ccccc1C(=O)O,BROAD,0.264877664
Fc1cc(cc(c1)-c1cn(nn1)CC1CCN(CC1)C[C@H]1CCCN1)F,BROAD,0.201945693
CN(C)[C@H]1[C@H](O)C2(CCN(CC2)C(=O)c2ncc(cc2F)F)c2ccccc21,BROAD,0.201557716
Cc1ccc(cc1NC(=O)N1CCn2nc(cc2C1)C(=O)O)Cl,BROAD,0.208346178
CN(C)C(=O)N1CCN(C[C@]2(CNC(=O)C2)C1)C(=O)Nc1ccc(cc1)Cl,BROAD,0.24904769
CN(C)C(=O)N1CCN(C[C@]2(CN(C)C(=O)C2)C1)C(=O)Nc1ccc(cc1)Cl,BROAD,0.204470572
CN1CCc2nnc(n2CC1)[C@H]1CCN(C1)C(=O)Nc1cc(cc(c1)Cl)Cl,BROAD,0.225503169
COCc1nncn1C1CN(C1)C(=O)Nc1ccc(cc1C(F)(F)F)Cl,BROAD,0.339132736
CN1CCC2(CC1)CN(C[C@@H]2c1nnc(o1)C)C(=O)c1ccc(cc1)OC(F)(F)F,BROAD,0.207362811
Fc1cc(cc(c1F)F)NC(=O)N1CC[C@@H](C1)n1cnnc1C1CC1,BROAD,0.289041213
CCCN(C[C@H]1CCOC1)C(=O)Nc1ccc(c(c1)Cl)F,BROAD,0.201929833
CCCN(C[C@H]1CCOC1)C(=O)Nc1cc(c(c(c1)F)F)F,BROAD,0.20475665
F[C@H]1C[C@H](N(C1)C(=O)NCc1ccc(cc1)OC(F)(F)F)C(=O)N1CCCCC1,BROAD,0.240010871
CCCNC(=O)N(C1CCOCC1)C1CCN(CC1)C(=O)Nc1cccc(c1F)Cl,BROAD,0.221295639
CCCNC(=O)N(C1CCOCC1)C1CCN(CC1)C(=O)c1ccccc1C(F)(F)F,BROAD,0.23091674
CC(=O)N(C1CCOCC1)C1CCN(CC1)C(=O)NCc1ccc(cc1)OC(F)(F)F,BROAD,0.233539247
CCOC(=O)N1CCC(CC1)NC(=O)C1CCN(CC1)c1cc(nc(n1)C)C(F)(F)F,BROAD,0.235270654
COCCN1CCC2(CCN(CC2)C(=O)Nc2cc(c(c(c2)F)F)F)CCC1=O,BROAD,0.200749142
COCCn1nnnc1[C@H]1CC2(CCOCC2)C(=O)N1Cc1ccc(cc1)C(F)(F)F,BROAD,0.277552087
COCCN1C[C@@H](O)CN(CC1=O)C(=O)c1cccc(c1)C(F)(F)F,BROAD,0.227443714
CCOC(=O)[C@@H]1[C@@H](OC)C(=O)N(C)C21CCN(CC2)C(=O)c1ccc(cc1)C(F)(F)F,BROAD,0.24261921
CN(C)[C@H]1[C@H]2C[C@H]3Cc4c(ccc(c4C(=O)[C@@H]3C(=O)[C@@]2(O)C(=C(C(=O)N)C1=O)O)O)N(C)C,BROAD,0.350302563
C[C@H]1[C@H]2[C@@H](O)[C@H]3[C@@H](N(C)C)C(=C(C(=O)N)C(=O)[C@@]3(O)C(=C2C(=O)c2c(cccc21)O)O)O,BROAD,0.28771514
CN[C@@H]1[C@@H](O)[C@H](OC[C@]1(C)O)O[C@H]1[C@H](N)C[C@H](N)[C@@H](O[C@H]2OC(=CC[C@H]2N)CN)[C@@H]1O,BROAD,0.285432637
CN(C)[C@H]1[C@@H]2[C@@H](O)[C@H]3C(=C(O)[C@]2(O)C(=C(C(=O)N)C1=O)O)C(=O)c1c(cccc1[C@@]3(C)O)O,BROAD,0.328058455
CS(=O)(=O)n1cc2c(n1)CN(C2)[C@H]1CO[C@@H]([C@@H](N)C1)c1cc(ccc1F)F,BROAD,0.236551488
Fc1ccc(cc1Cl)-n1cc(nn1)CN1C(=O)[C@H]2CCCN2C1=O,BROAD,0.283180935
C[C@H]1C[C@@H](N(C1)C(=O)Cn1cc(nn1)C(=O)O)c1cccc(c1)F,BROAD,0.209474305
[O-][N+](=O)c1ccc(o1)/C=C/C=C/1\SC(=N)NC1=O,BROAD,0.24555521
NC[C@H]1O[C@H](O[C@H]2[C@H](N)C[C@H](N)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,BROAD,0.333405933
C[C@H]1CN(CCN1)c1cc2c(cc1F)C(=O)C(=CN2c1ccc(cc1F)F)C(=O)O,BROAD,0.743339054
