SMILES,LIBRARY,ANTIBIOTIC_ACTIVITY
Fc1ccccc1CN(CCCN1CCOCC1)C(=O)Nc1cccc(c1)Cl,BROAD,0.213998871
Fc1ccc(cc1)-c1noc(n1)C1CCN(CC1)C(=O)Nc1ccc(cc1)Cl,BROAD,0.20554479
CCn1cc(c(n1)C(=O)Nc1c(nn(c1C)Cc1c(c(c(c(c1F)F)F)F)F)C)[N+](=O)[O-],BROAD,0.265677176
Clc1ccc(c(c1)Cl)-c1csc(n1)N1[C@@H](SCC1=O)c1ccccc1,BROAD,0.209860752
Clc1cnc(c(c1)Cl)NC(=O)CSc1ccc2c(c1)OCCO2,BROAD,0.205657487
Cc1nn(c(c1NC(=O)c1nn(cc1[N+](=O)[O-])C)C)Cc1c(c(c(c(c1F)F)F)F)F,BROAD,0.293867175
Cc1nn(c(c1NC(=O)c1c(c(nn1C)C)[N+](=O)[O-])C)Cc1c(c(c(c(c1F)F)F)F)F,BROAD,0.275560424
COc1ccc(cc1NC(=O)CSc1nnc(n1-c1ccc(cc1)Cl)CN1CCOCC1)Cl,BROAD,0.284055052
CSc1nnc(n1-c1ccccc1)CSCc1ccc(cc1Cl)Cl,BROAD,0.264529621
Fc1ccc(cc1)-n1nnnc1SCC(=O)Nc1ccc(c(c1)Cl)N1CCOCC1,BROAD,0.236590704
COC(=O)c1cc2sc(cc2n1CC(=O)Nc1cccc(c1)SC)Cl,BROAD,0.233108044
Clc1cccc(c1)C=NNc1nnc(c2ccccc12)Cl,BROAD,0.221167269
Cc1nn(c(c1CNC(=O)c1nn2c(c1Cl)N[C@H](C[C@H]2C(F)(F)F)c1cccs1)C)C,BROAD,0.223562276
C[C@@H](N(C)C)c1nnc(n1-c1ccc(cc1)Cl)SCC(=O)NC(=O)NCc1ccco1,BROAD,0.234902091
Clc1ccc(cc1Cl)NC(=S)NCc1ccco1,BROAD,0.202920213
Cc1ccc(cc1)-n1nnnc1C(Cl)(Cl)c1nnnn1-c1ccc(cc1)C,BROAD,0.216063557
FC(F)(F)c1cc(nc(n1)SCC(=O)NC[C@H]1CCCO1)-c1ccco1,BROAD,0.226208842
Clc1ccc(cc1)C=NNc1nnc(c2ccccc12)Cl,BROAD,0.222762606
C[C@@H](N(C)C)c1nnc(n1-c1ccc(cc1)Cl)SCC(=O)C1=C(N)N(C)C(=O)N(C)C1=O,BROAD,0.309023368
C[C@@H](N(C)C)c1nnc(n1-c1ccc(cc1)Cl)SCN1N=Nc2ccccc2C1=O,BROAD,0.205276178
COC(=O)[C@H]1[C@@H](N[C@@H]([C@@H](C(=O)OC)S1(=O)=O)c1ccc(cc1)Cl)c1ccc(cc1)Cl,BROAD,0.220874761
Clc1ccc(cc1)CCNC(=O)c1nnc(o1)Cc1ccc(cc1)Cl,BROAD,0.275775579
COC(=O)[C@@H](C)Sc1nnc(n1-c1ccc(cc1)Cl)CC1=CC(=O)NC(=O)N1,BROAD,0.230443396
Fc1ccc(c(c1)F)NC(=O)N1CCNC(=O)[C@@H]1CC(=O)Nc1cc(ccc1Cl)Cl,BROAD,0.35130745
Cc1onc(c1NC(=O)NNc1c(cncc1Cl)Cl)-c1c(cccc1Cl)Cl,BROAD,0.281200727
Cc1onc(c1Br)NC(=O)c1ccc(o1)[N+](=O)[O-],BROAD,0.407338705
CSC[C@@H](O)CN1NC(=O)c2cc(c(cc2C1=O)Cl)Cl,BROAD,0.299652088
Cc1cccc(c1NC(=O)N1CCCN(CC1)c1ncccc1[N+](=O)[O-])Cl,BROAD,0.23167836
[O-][N+](=O)c1ccc(nc1)N1CCCN(CC1)C(=O)Nc1ccc(cc1F)F,BROAD,0.373007523
Cc1nn(c(c1[N+](=O)[O-])C)Cc1nnc(n1C)SCC(=O)Nc1cccc(c1)C(F)(F)F,BROAD,0.273734649
Cc1nn(c(c1[N+](=O)[O-])C)Cc1nnc(n1C)SCC(=O)Nc1ccc(cc1)Cl,BROAD,0.232660279
CN(NC(=O)Nc1c(onc1-c1c(cccc1Cl)Cl)C)c1ccc(cn1)[N+](=O)[O-],BROAD,0.200651176
CC(=O)c1cccc(c1)NC(=O)c1ccc(o1)[N+](=O)[O-],BROAD,0.204409288
Cc1cccc(c1NC(=O)N1CCN(CC1)c1ccnc2cc(ccc12)Cl)Cl,BROAD,0.238132464
Cn1nc(c(c1NC(=O)c1nccnc1C(=O)O)-c1ccc(cc1)Br)C(F)(F)F,BROAD,0.213200463
[O-][N+](=O)c1ccc(nc1)N1CCN(CC1)C(=O)NC(=O)c1ccccc1F,BROAD,0.208653115
CC(=O)CSc1nnc(n1C)CN1C(=O)CSc2ccc(cc21)C(F)(F)F,BROAD,0.24263128
Cc1cccc(c1NC(=O)N1CCCN(CC1)c1nc2ccc(cc2s1)Cl)Cl,BROAD,0.241440018
Cc1noc(c1NC(=O)Nc1ccc(cc1)Cl)-c1ccc(cc1)C(F)(F)F,BROAD,0.212995198
COC(=O)c1sccc1NC(=O)C[C@H]1N(CCNC1=O)C(=O)Nc1ccc(cc1)C(F)(F)F,BROAD,0.250288533
CN1C(=O)NC(=O)/C(=C/c2ccc(o2)[N+](=O)[O-])C1=O,BROAD,0.315926254
Cc1nn(c(c1NC(=O)Cn1nc(c(c1C)Cl)[N+](=O)[O-])C)Cc1ccc(cc1)Cl,BROAD,0.22986533
CSc1ccccc1-c1nnc(o1)-c1ccc(c(c1)Cl)Cl,BROAD,0.328727877
Cc1nn(c(c1NC(=O)Cn1nc(c(c1C)Cl)[N+](=O)[O-])C)Cc1ccccc1Cl,BROAD,0.216914945
COC(=O)[C@H]1CS[C@@H](N1C(=O)Nc1ccc(c(c1)Cl)Cl)C(=O)OC,BROAD,0.413522621
Clc1ccc(cc1)SCc1cc(on1)-c1ccc(cc1)Cl,BROAD,0.216212796
CN1C(=O)N(C)c2nc(n(c2C1=O)Cc1cccc(c1)C(F)(F)F)SCC(=O)O,BROAD,0.210426146
Clc1ccc(cc1)-c1cc(on1)CSc1cccc(c1)Cl,BROAD,0.210324094
FC(F)(F)c1ccc(c(c1)NC(=O)CN1CCN(CC1)C(=O)c1ccco1)Cl,BROAD,0.202800944
C[C@@H](Oc1ccc(cc1)Cl)C(=O)OCC(=O)Nc1ncc(cc1Cl)Cl,BROAD,0.209516479
Cc1nn(c(c1NC(=O)Cn1nc(c(c1C)Cl)[N+](=O)[O-])C)Cc1ccc(cc1Cl)Cl,BROAD,0.261626733
O[C@@H](CN(Cc1ccc(cc1)Cl)C(=O)Nc1cccc(c1)F)C(F)(F)F,BROAD,0.208521731
Clc1ccc(c(c1)Cl)-c1nnc(n1C1CCCCC1)SCC(=O)N1CCCC1,BROAD,0.200215149
CCOC(=O)Cc1csc(n1)NC(=O)N[C@]1(Oc2ccc(cc2O1)Cl)C(F)(F)F,BROAD,0.234754124
FC(F)(F)c1ccccc1NC(=O)CSc1nnc(s1)NC(=O)C1CC1,BROAD,0.201291779
CC(=O)N1CCN(CC1)c1ccc(cc1Cl)NC(=O)c1ccc(o1)[N+](=O)[O-],BROAD,0.330197852
Clc1ccc(cc1Cl)NC(=O)N[C@H]1CCS(=O)(=O)C1,BROAD,0.208403425
CC(C)c1nnc(s1)NC(=O)[C@H]1CCCN1C(=O)Nc1cccc(c1)Cl,BROAD,0.234992767
Oc1c(cc(cc1Br)C=NNC(=O)C1CC1)Br,BROAD,0.205355324
COc1cc(cc(c1NC(=O)N1CCOCC1)[N+](=O)[O-])[N+](=O)[O-],BROAD,0.207680868
CC(C)Cn1nc(c(c1Cl)C(=O)N(c1ccc(cc1F)Cl)S(=O)(=O)C)C,BROAD,0.230618266
[O-][N+](=O)c1ccc(o1)C(=O)Nc1c(ccc2nsnc12)Cl,BROAD,0.386150496
Clc1ccc(c(c1)Cl)OCCCC(=O)NCCc1nnc2ccccn12,BROAD,0.203359376
Cc1oc(nc1C[S@@](=O)CC(=O)NCc1ccc(cc1)Cl)-c1ccccc1Cl,BROAD,0.211163789
FC(F)(F)c1cccc(c1)N1CCN(CC1)[C@H]1CCCN(C1)C(=O)CN1CCOC1=O,BROAD,0.216080962
Nn1c(nnc1C1CCCCC1)SCC(=O)Nc1c(cc(cc1Br)F)F,BROAD,0.258074532
CSc1nnc(s1)NC(=O)c1nc(ncc1Cl)S(=O)(=O)Cc1ccccc1F,BROAD,0.342277926
CSc1nnc(s1)NC(=O)c1nc(ncc1Cl)S(=O)(=O)Cc1cccc(c1)C,BROAD,0.276968285
CSc1nnc(s1)NC(=O)c1nc(ncc1Cl)S(=O)(=O)Cc1ccc(cc1)C,BROAD,0.280339479
CCSc1nnc(s1)NC(=O)c1nc(ncc1Cl)S(=O)(=O)Cc1ccc(cc1)F,BROAD,0.264329464
CCn1cc(c(n1)C(=O)Nc1c(nn(c1C)Cc1c(c(c(c(c1F)F)F)F)F)C)Cl,BROAD,0.245210031
OC(=O)c1cc(nc2ccc(cc12)Cl)-c1ccc2c(c1)OCO2,BROAD,0.230328883
Fc1ccc(c(c1)Cl)OCC(=O)N(Cc1nnc(o1)-c1ccccc1Cl)C1CC1,BROAD,0.229830088
OC(=O)c1c(c(c(c(c1C(=O)N1CCOCC1)Cl)Cl)Cl)Cl,BROAD,0.393547137
COC[C@@H](O)CSc1c(nc(n1Cc1ccc(c(c1)[N+](=O)[O-])OC)C)[N+](=O)[O-],BROAD,0.210358414
CN(C)C(=O)C1=C(C)NC(=O)N[C@@H]1c1ccc(c(c1)Cl)Cl,BROAD,0.203002271
CSc1ccccc1NC(=O)CSc1[nH]nc(c1[N+](=O)[O-])C,BROAD,0.23061316
OC(=O)CC12C[C@H]3C[C@@H](C1)CC(C3)(C2)N1N=CC(=C(Cl)C1=O)NCc1ccc(cc1)F,BROAD,0.259716152
OC(=O)c1ccc(cc1)NC(=O)C(=O)NN=Cc1ccc(o1)[N+](=O)[O-],BROAD,0.316596234
C[C@@H](Sc1nc(nc2sc(c(c12)C)C(=O)O)C)C(=O)Nc1cccc(c1)C(F)(F)F,BROAD,0.283388913
COc1cc(cc(c1O)Cl)C=NNC(=O)C(=O)NC[C@H]1CCCO1,BROAD,0.2582026
CSc1ccccc1NC(=O)Nc1ccccc1Cl,BROAD,0.224198585
NC(=O)NN=C1C(=O)Nc2ccc(cc21)[N+](=O)[O-],BROAD,0.224020858
CN(C)c1ccc(cc1)-c1noc(n1)C1CCN(CC1)C(=O)Nc1ccc(cc1)Cl,BROAD,0.204723565
OC(=O)c1cccc(c1)Nc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],BROAD,0.210375735
Oc1ccc(cc1C=NNC(=O)C(=O)NC[C@H]1CCCO1)Cl,BROAD,0.226195713
OC(=O)c1ccc2c(c1)N=C1N(C=C(C=C1Cl)C(=O)c1ccccc1O)C2=O,BROAD,0.22728388
OC(=O)CSC1=CC(=CN2C(=O)c3c(scc3-c3ccccc3)N=C21)C(=O)c1cc(ccc1O)F,BROAD,0.260619429
OC(=O)c1ccccc1C=NNC(=O)CSc1nnc(n1-c1ccc(cc1)Cl)-c1ccc(cc1)Cl,BROAD,0.266388464
[O-][N+](=O)c1nn([n+](c1N1CCN(CC1)C(=O)c1ccco1)[O-])-c1cccc(c1)Cl,BROAD,0.281476622
[O-][N+](=O)c1nn([n+](c1N1CCN(CC1)C(=O)c1ccco1)[O-])-c1ccc(cc1)Cl,BROAD,0.276432323
Cc1nnc([nH]1)S/C(=C/c1ccc(o1)-c1cc(ccc1C)Cl)C(=O)O,BROAD,0.214759724
Oc1ccc(cc1Cl)C=NNC(=O)C(=O)NC[C@H]1CCCO1,BROAD,0.237019628
Cn1c(nnc1-c1ccc(cc1)NC(=O)c1ccc(c(c1)Cl)Cl)SCC(=O)O,BROAD,0.22375479
Clc1ccc(cc1)-c1nnc(o1)SCC(=O)OCC(=O)Nc1cc(ccc1Cl)Cl,BROAD,0.23432345
CCCCC1(C)OC(=O)C(=Cc2ccc(o2)-c2ccc(c(c2)C(=O)O)Cl)C(=O)O1,BROAD,0.233328191
OC(=O)/C=C/C(=O)N(C[C@H]1CCCO1)[C@H]1CC(=O)N(C1=O)c1c(cccc1Cl)Cl,BROAD,0.26350121
OC(=O)c1cccc(c1)-n1cccc1/C=C\1/NC(=O)N(C1=O)c1cccc(c1)Cl,BROAD,0.272178106
OC(=O)c1ccc(cc1)C=NNC(=O)CSc1nnc(s1)SCc1ccc(cc1)Cl,BROAD,0.215207881
C[C@@H](SC1=NCCS1)C(=O)Nc1nnc(s1)-c1ccc(cc1)Cl,BROAD,0.216124215
CCSc1nnc(n1-c1ccc(cc1)Cl)CC1=CC(=O)NC(=O)N1,BROAD,0.248267475
Clc1ccc(cc1Cl)NC(=O)N(CCCN1CCOCC1)Cc1cccs1,BROAD,0.20991489
CC(C)N(CCc1ccncc1)C(=O)Nc1ccc(c(c1)Cl)Cl,BROAD,0.208640954
C[C@@H](Sc1nnc(n1-c1ccccc1)COc1ccc(cc1)Cl)C(=O)O,BROAD,0.284805058
COc1ccc(cc1OC)CCNC(=O)CCCOc1ccc(cc1)Cl,BROAD,0.210504078
Cc1cc(c(n1-c1ccc(c(c1)Cl)C(=O)O)C)/C=C/1\C(=O)NC(=O)N(C1=O)c1ccccc1,BROAD,0.208625505
OC(=O)CN1C(=S)S/C(=C/c2cccc(c2)OCc2ccc(cc2Cl)Cl)C1=O,BROAD,0.214163741
OC(=O)C1CCC(CC1)N1C(=O)c2c(c(c(c(c2C1=O)Cl)Cl)Cl)Cl,BROAD,0.355431046
OC(=O)CSc1nnc(n1-c1ccc(cc1)Cl)-c1ccc(cc1Cl)Cl,BROAD,0.373464996
Cc1cc(c(n1-c1ccc(c(c1)Cl)C(=O)O)C)/C=C/1\C(=O)NC(=O)N(C1=O)c1cccc(c1)F,BROAD,0.330012623
Clc1ccccc1C(=O)NCCCCNC(=O)c1ccccc1Cl,BROAD,0.217803378
CSc1ccccc1NC(=O)[C@H]1CC(=NO1)c1c(cccc1Cl)F,BROAD,0.20076866
Cc1cc(nc(n1)SSc1nc(cc(n1)C)C)C,BROAD,0.245170087
Cc1ccccc1OCc1nnc(n1-c1cccc(c1)Cl)SCC(=O)O,BROAD,0.213931594
CC(C)(C)C(=O)NC1C[C@H]2CCC[C@@H](C1)N2C(=O)Nc1ccc(cc1)Cl,BROAD,0.201278871
CC(C)(C)C(=O)NC1C[C@H]2CCC[C@@H](C1)N2C(=O)Nc1cccc(c1)Cl,BROAD,0.203078442
Cc1c(c(nn1CC(=O)NCc1ccc(cc1)Cl)[N+](=O)[O-])Cl,BROAD,0.236284528
[O-][N+](=O)c1ccc2c(c1)/C(=C/1\SC(=O)NC1=O)C(=O)N2,BROAD,0.242726354
OC(=O)c1cc(ccc1Cl)-c1ccc(o1)C=C1Sc2nc3ccc(cc3n2C1=O)Br,BROAD,0.26345241
COc1cc(c(cc1Cl)OC)NC(=O)Cn1c(ncc1[N+](=O)[O-])C,BROAD,0.202663256
CC1=C([C@@H](NC(=O)N1)c1ccccc1Cl)[N+](=O)[O-],BROAD,0.259367197
OC(=O)CSc1nnc(n1-c1ccccc1)-c1ccc(cc1Cl)Cl,BROAD,0.21019057
Cc1oc2ccc(cc2c1C(=O)O)OCc1ccc(c(c1)Cl)Cl,BROAD,0.221142964
CN1C(=O)N(C)C(=C(C1=O)[N+](=O)[O-])/C=C/c1ccc(cc1)Cl,BROAD,0.220866412
Cc1cc(c(n1-c1cccc(c1)C(=O)O)C)/C=C/1\C(=O)NC(=O)N(C1=O)c1ccc(cc1)Cl,BROAD,0.217376489
CCN=C1S/C(=C/c2ccc(o2)-c2ccc(cc2C(=O)O)Cl)C(=O)N1CC,BROAD,0.216925422
OC(=O)CN1C(=S)S/C(=C/c2cc(ccc2OCc2ccc(cc2Cl)Cl)Br)C1=O,BROAD,0.283347178
OC(=O)CN1C(=S)S/C(=C/c2cc(ccc2OCc2ccccc2Cl)Br)C1=O,BROAD,0.206427966
CNC(=O)N(O)[C@H]1N(N=Cc2ccc(cc2)SC)C(=S)SC1(C)C,BROAD,0.315606613
OC(=O)c1cc(ccc1O)Nc1cc(c2nonc2c1[N+](=O)[O-])Cl,BROAD,0.294233866
CS(=O)(=O)ON=C1CCCC[C@@H]1c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],BROAD,0.201329853
OC(=O)c1ccc2c(c1)N=C(SCC(=O)Nc1ccc(c(c1F)F)F)N(C2=O)c1ccc(cc1)F,BROAD,0.269170044
CC1=C(CC(=O)O)C(=O)Oc2cc(ccc21)OCc1ccc(cc1)Cl,BROAD,0.203668856
FC(F)(F)c1nnc(s1)NC(=O)N1CCOC[C@@H]1c1ccccc1,BROAD,0.243829634
Oc1ccc(cc1NC(=O)C1CCN(CC1)c1ncccc1F)Cl,BROAD,0.297249825
CN(CCO)C(=O)NC1CCN(CC1)c1cccc(c1)C(F)(F)F,BROAD,0.237680311
Fc1cc(c(c(c1)Cl)NC(=O)N[C@H]1CCC[C@H]2OCC[C@@H]12)F,BROAD,0.239780159
Fc1cc(ccc1Cl)N1CC[C@@H](NC(=O)Cn2ccnn2)C1=O,BROAD,0.252232353
CSc1c(cc(cc1F)NC(=O)N1CCO[C@H]2CCC[C@H]21)F,BROAD,0.321939617
CN(CC(C)(C)O)C(=O)N[C@H]1CCN(C1)c1ccc(c(c1)F)Cl,BROAD,0.254914688
O[C@H]1C[C@@H](N(C1)C(=O)Nc1nnc(s1)C1CC1)c1ccc(cc1)C(F)(F)F,BROAD,0.26653801
Fc1ccc(cc1F)[C@@H](NC(=O)[C@H]1CSC(=O)N1)c1cccnc1,BROAD,0.200025316
Clc1cnc(c(c1)Cl)N[C@H]1C[C@@H](C1)C1=CC(=O)N=C(N1)C1CC1,BROAD,0.209238719
OCCCc1cn(nn1)C1CCN(CC1)C(=O)Nc1ccc(cc1)C(F)(F)F,BROAD,0.29225441
Fc1cc(cc(c1)C(F)(F)F)NC(=O)N1CCCO[C@H](C1)Cn1cccn1,BROAD,0.32313339
C[C@@H](NC(=O)CN1CCOC1=O)c1cnn(c1C)-c1ccc(cc1F)F,BROAD,0.203918864
FC(F)(F)c1ccc(cc1)-c1noc(n1)CN1CCN(CC1)[C@H]1CCS(=O)(=O)C1,BROAD,0.207764334
Cc1nc(nc(c1C)N1CCC(CC1)Cn1cc(nn1)C(C)(C)N)C(F)(F)F,BROAD,0.201577352
Cc1noc(n1)CN1CCN([C@H]2CCN(C2)Cc2cc(ccc2Cl)C(F)(F)F)C1=O,BROAD,0.210741289
Fc1cc(ccc1NC(=O)N[C@H]1CCN(C1)c1cc(cnn1)N1CCOCC1)Cl,BROAD,0.289585276
CN1CCc2nnc(n2CC1)[C@H]1CCN(C1)C(=O)Nc1ccc(cc1C(F)(F)F)Cl,BROAD,0.324063113
CN1CCc2nnc(n2CC1)[C@H]1CCCN1C(=O)Nc1ccccc1C(F)(F)F,BROAD,0.248252939
CCCNC(=O)N(C1CCOCC1)C1CCN(CC1)C(=O)c1cccc(c1)C(F)(F)F,BROAD,0.245115913
CC(=O)N(C1CCOCC1)C1CCN(CC1)C(=O)Nc1ccc(cc1C(F)(F)F)Cl,BROAD,0.304281689
FC(F)(F)c1ccc(cc1)NC(=O)N1CCC(CC1)N(C1CCOCC1)C(=O)C1CC1,BROAD,0.212966885
FC(F)(F)c1cccc(c1)NC(=O)N1CCC(CC1)N(C1CCOCC1)C(=O)C1CC1,BROAD,0.211399125
OCC[C@]1(CCN(C1)c1ncccn1)C(=O)Nc1cccc(c1)OC(F)(F)F,BROAD,0.202022057
C[C@@H]1COCCN1C1=CC(=O)N2CC[C@H](N(Cc3cncc(c3)Cl)C2=N1)C(F)(F)F,BROAD,0.253831004
Cc1onc(c1C(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(=O)O)-c1c(cccc1Cl)F,BROAD,0.825501031
Clc1cc2c(cc1Cl)NC(=O)N2,BROAD,0.288621614
C[C@@H](O)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@@H](N)CSSC[C@H](NC(=O)[C@H](CSSC[C@H](NC(=O)CNC1=O)C(=O)N[C@@H](Cc1ccc(cc1)O)C(=O)O)NC(=O)[C@H](Cc1ccc(cc1)O)NC(=O)[C@H](CCC(=O)O)NC3=O)C(=O)N[C@@H](CC(=O)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(=O)N2,BROAD,0.213779902
CC[C@H](C)[C@H](N)C1=N[C@@H](CS1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H]1CCC(=O)O[Zn]OC(=O)C[C@H]2NC(=O)[C@H](Cc3c[nH]cn3)NC(=O)[C@@H](Cc3ccccc3)NC(=O)[C@@H](NC(=O)[C@@H](CCCN)NC(=O)[C@H](CCCCNC(=O)[C@H](CC(=O)N)NC2=O)NC(=O)[C@@H](NC1=O)[C@@H](C)CC)[C@@H](C)CC,BROAD,0.262070811
Cc1c-2c(nn1C)CSCc1cc(n(n1)C)CSc1cc(c3ccccc3c1)OCCCc1c(n(c3c2c(ccc13)Cl)C)C(=O)O,BROAD,0.23908549
Clc1cccc(c1)N1CCN(CC(=O)N2CCN(CC2)c2ccccc2Cl)C1=O,BROAD,0.209839412
Clc1ccc(c(c1)NC(=O)N1CCN(CC1)c1cc(ncn1)C1CC1)Cl,BROAD,0.220303868
CN1N=C(C=CC1=O)N1CCC[C@@H](C1)C(=O)Nc1cc(ccc1Cl)C(F)(F)F,BROAD,0.228266114
Fc1cccc(c1NC(=O)N1CC(C1)Oc1cccc(n1)C(F)(F)F)F,BROAD,0.211695305
Cn1nnc2c(ncnc12)N1CC(C1)C(=O)NCc1ccc(cc1)OC(F)(F)F,BROAD,0.31082563
CCSC[C@H]1CCCN1C1CCN(CC1)C(=O)Nc1ccc(c(c1)Cl)Cl,BROAD,0.222912161
FC(F)(F)Oc1ccc(cc1)CNC(=O)C1CCN(CC1)c1ccc(nn1)-n1cncn1,BROAD,0.204359602
Cc1ccc(cc1N1CCN(CC1)C(=O)c1cnc(c(c1)Cl)O[C@H]1CCOC1)Cl,BROAD,0.212181774
Fc1ccc(cc1)N1C[C@@H](CNC(=O)c2cnc(c(c2)Cl)OC2CCOCC2)OC1=O,BROAD,0.242790318
Cn1nc(cc1N1CCN(CC1)C(=O)Nc1cccc(c1)C(F)(F)F)C1CC1,BROAD,0.212832078
CN1C(=O)N(N=C1C(F)(F)F)C1CCN(CC1)C(=O)c1nc2nc(cc(n2n1)C)C,BROAD,0.214108555
Cc1onc(c1C(=O)Nc1ccc(cc1)Cl)-c1ccccc1Cl,BROAD,0.200105627
FC(F)(F)Oc1ccc(cc1)Nc1nc(cs1)CC(=O)NC[C@H]1CCCO1,BROAD,0.260370325
CC(=O)O/N=C/1\C(=O)N(Cc2cc(ccc2Cl)Cl)c2ccc(cc21)Cl,BROAD,0.243863246
OC(=O)[C@H]1C[C@@H]1C(=O)Nc1ccc(nc1)Oc1ccc(cc1C1CCCCC1)Cl,BROAD,0.263935646
Cc1ccc(cc1Cl)-n1nnnc1SCC(=O)Nc1cccc(c1Cl)Cl,BROAD,0.256787936
Cc1nnc(s1)SCC(=O)Nc1cc(c(cc1Cl)Cl)Cl,BROAD,0.228706869
[O-][N+](=O)c1ccn(n1)CC(=O)Nc1cc(ccc1F)F,BROAD,0.230820538
OC[C@H]1O[C@@H](CC[C@H]1NC(=O)Nc1ccc(cc1)C(F)(F)F)CC(=O)N1CCCCC1,BROAD,0.220656892
[O-][N+](=O)c1ccc(cc1)CSc1nnnn1-c1cccc(c1Cl)Cl,BROAD,0.224644537
O[C@@H]1COC[C@H]2O[C@@H](CC[C@@H]2N(C1)C(=O)Nc1cc(cc(c1)Cl)Cl)CC(=O)NCC1CCCCC1,BROAD,0.224793333
O[C@H]1COC[C@@H]2O[C@@H](CC[C@H]2N(C1)C(=O)Nc1ccc(cc1)C(F)(F)F)CC(=O)NCC1CCCCC1,BROAD,0.203184448
CC[C@@H](SC1=Nc2ccsc2C(=O)N1CCC(=O)O)C(=O)Nc1ccc(cc1)Cl,BROAD,0.225852147
Cc1nnc(s1)SCC(=O)N/N=C/c1cc(c(c(c1)Cl)O)Cl,BROAD,0.25085116
C[C@@H](Sc1nnc(n1-c1ccccc1)COc1ccc(c(c1)C)Cl)C(=O)O,BROAD,0.277339429
CO/N=C(\CN1N=CC(=C(Br)C1=O)N1CCCC1)c1ccc(cc1)Cl,BROAD,0.217986369
FC(F)(F)c1ccc(cc1)Cn1cc(nn1)COC(=O)N1CCOCC1,BROAD,0.218252219
CSc1nnc(s1)SCc1nc(cs1)-c1ccc(c(c1)Cl)Cl,BROAD,0.363327764
CCn1c(nnc1-c1sc2cc(ccc2c1Cl)Cl)SCC(=O)O,BROAD,0.298150507
CCCCCCCCCC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1Oc1c2cc3cc1Oc1ccc(cc1Cl)[C@@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1NC(=O)C)[C@@H]1NC(=O)[C@H](NC(=O)[C@@H]3NC(=O)[C@H]3NC(=O)[C@@H](Cc4ccc(c(c4)Cl)O2)NC(=O)[C@@H](N)c2ccc(c(c2)Oc2cc(cc3c2)O)O)c2ccc(c(c2)-c2c(cc(cc2[C@@H](NC1=O)C(=O)O)O)O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O)O,BROAD,0.438163783
Cc1c(c(c(n1Cc1c(cccc1Cl)F)C)C(=O)O)CN[C@H]1CCCc2ccccc21,BROAD,0.225922618
C[C@]12C[C@@H](NC(=O)N2c2ccc(c(c2)F)F)c2cc(ccc2O1)Cl,BROAD,0.304697081
OC[C@H]1O[C@@H](CC[C@@H]1NC(=O)Nc1ccc(cc1)C(F)(F)F)CC(=O)NCc1ccccn1,BROAD,0.201429319
O[C@@H]1COC[C@H]2O[C@H](CC[C@@H]2N(C1)C(=O)Nc1cc(cc(c1)Cl)Cl)CC(=O)NCC1CCCCC1,BROAD,0.217304468
CC1(C)S[C@H]2[C@@H](NC(=O)Cc3ccccc3)C(=O)N2[C@@H]1C(=O)O,BROAD,0.68360811
COc1ccccc1CNC(=O)C1CCN(CC1)Cc1nc(oc1C)-c1ccc(cc1)Cl,BROAD,0.211433508
CN(C)CCN1CCN(CC1)[C@H]1CN(Cc2cn(nn2)Cc2ccc(cc2)C(F)(F)F)S(=O)(=O)C1,BROAD,0.201734168
C/C(=N\Nc1c(c(nn1C)C)[N+](=O)[O-])c1ccc(cc1F)F,BROAD,0.234805878
C[C@@]1(O)CCN(C[C@@H]1O)C(=O)C1CCN(CC1)c1ccc(cn1)C(F)(F)F,BROAD,0.236941561
CC(=O)Nc1ccc(cc1Cl)-c1nnn(n1)CC(=O)Nc1ccccc1C(F)(F)F,BROAD,0.206332798
CN(C1CCCCC1)C(=O)c1nn2c(c1Cl)N[C@H](C[C@H]2C(F)(F)F)c1cccs1,BROAD,0.210986971
COCCNC(=O)c1nn2c(c1Cl)N[C@H](C[C@H]2C(F)(F)F)c1ccc(cc1)F,BROAD,0.240660205
CC(=O)Nc1ccc(c(c1)C(F)(F)F)NC(=O)N[C@H]1CCCn2c(nnc21)C,BROAD,0.230421515
OCCNC(=O)c1cccc(c1)-c1cc(nc(n1)N1CCCC1)C(F)(F)F,BROAD,0.2019845
C[C@H]1[C@@H](O)CC[C@@]2(C)[C@@H]1CC[C@@]1(C)[C@@H]2[C@@H](O)C[C@@H]2/C(=C(/CCC=C(C)C)C(=O)O)[C@@H](C[C@]21C)OC(=O)C,BROAD,0.290814089
